cancel 0.8
halc 1.0
hale 0.75
half 0.7272727272727273
upload 1.0
ccd 1.0
hall 0.12
clinton 1.0
netrepreneur 1.0
pretend 1.0
tea 0.2272727272727273
morton 0.5
ted 0.8
asign 1.0
pick 0.9433962264150944
teh 1.0
tel 0.04761904761904762
ten 0.6052631578947368
sake 0.92
daring 1.0
energy 1.0
conceal 1.0
antonio 0.16666666666666666
swenson 1.0
cde 1.0
switzerland 0.1111111111111111
investment 0.9999999999999999
competent 1.0
require 0.6060606060606061
scratch 0.75
orlean 1.0
click 0.9852941176470588
idno 1.0
highspeed 1.0
cds 0.9090909090909092
triple 1.0
protective 1.0
newspaper 0.8181818181818182
bogus 1.0
hang 0.6666666666666666
wolverine 1.0
authenticate 1.0
southbeach 1.0
samp 1.0
roll 1.0
turn 0.8243243243243243
cel 1.0
ceo 1.0
result 0.6257309941520468
gold 0.9583333333333333
golf 1.0
same 0.6914285714285714
postings 1.0
commission 0.8148148148148148
corrine 1.0
tgn 1.0
after 0.7426160337552742
flip 0.5
connect 0.6363636363636364
pacificenter 1.0
raetex 1.0
hand 0.7011494252873564
rescind 1.0
resume 0.16666666666666666
a 0.5657894736842105
b 0.3557692307692308
salt 0.7777777777777777
c 0.3305084745762712
d 0.7203728362183756
e 0.4206642066420664
f 0.3018867924528302
tabletop 1.0
g 0.10919540229885058
h 0.18238993710691825
reseller 1.0
j 0.09734513274336283
k 0.4466019417475728
cfm 1.0
l 0.16086956521739132
tha 1.0
m 0.47214854111405835
cdrom 0.9310344827586207
neighbor 0.8
blood 1.0
n 0.3356164383561644
o 0.3764705882352941
p 0.37339055793991416
straight 0.6923076923076923
msiasaizsky 1.0
the 0.5
q 0.8222222222222223
hewitt 0.6666666666666666
sale 0.9857142857142857
r 0.3140495867768595
s 0.6461456102783726
t 0.7248062015503876
pamelum 0.8571428571428571
u 0.5844748858447488
readers 1.0
v 0.20388349514563106
w 0.3880597014925373
pidn 1.0
x 0.5824742268041238
y 0.18421052631578946
obvious 0.13333333333333333
information 0.4890678941311853
z 0.3333333333333333
